0.018537167529834798,0.009474992752075195,gini,best,1,2,0.01
0.009336152403381912,0.008975803852081299,gini,random,1,2,0.01
0.011980705441613228,0.005734741687774658,gini,best,1,5,0.01
0.012897935051035085,0.00897592306137085,gini,random,1,5,0.01
0.014270192467276736,0.006482422351837158,gini,best,1,10,0.01
0.013672494510793682,0.006233274936676025,gini,random,1,10,0.01
0.025540881283709835,0.00922548770904541,gini,best,1,2,0.1
0.019615202116892032,0.006981253623962402,gini,random,1,2,0.1
0.025721905507357135,0.008227765560150146,gini,best,1,5,0.1
0.019459007186029942,0.00523608922958374,gini,random,1,5,0.1
0.03070579878250943,0.006731927394866943,gini,best,1,10,0.1
0.02178508132228975,0.005485355854034424,gini,random,1,10,0.1
0.02935320572751713,0.008976280689239502,gini,best,1,2,0.2
0.028207771413431178,0.005740821361541748,gini,random,1,2,0.2
0.028852101859078168,0.00875169038772583,gini,best,1,5,0.2
0.027085477844552456,0.006495356559753418,gini,random,1,5,0.2
0.02902579601127415,0.008745133876800537,gini,best,1,10,0.2
0.029560975562842456,0.005990505218505859,gini,random,1,10,0.2
0.031292897424306805,0.012221813201904297,gini,best,1,2,0.4
0.022352852658576006,0.006744325160980225,gini,random,1,2,0.4
0.028477549317588394,0.012223005294799805,gini,best,1,5,0.4
0.025669224271723325,0.006245732307434082,gini,random,1,5,0.4
0.027761181616796204,0.011967599391937256,gini,best,1,10,0.4
0.02172175831413889,0.006488442420959473,gini,random,1,10,0.4
0.028870960407841737,0.019200623035430908,gini,best,1,2,0.8
0.027113052509239174,0.008233487606048584,gini,random,1,2,0.8
0.02958197592627023,0.02418529987335205,gini,best,1,5,0.8
0.02862944632993598,0.008726358413696289,gini,random,1,5,0.8
0.031232758495471198,0.024933576583862305,gini,best,1,10,0.8
0.026107224788307657,0.01022273302078247,gini,random,1,10,0.8
0.06632610563745799,0.00822758674621582,gini,best,5,2,0.01
0.03635725206307388,0.005984365940093994,gini,random,5,2,0.01
0.06657168790272087,0.00573420524597168,gini,best,5,5,0.01
0.041091693482315325,0.006732165813446045,gini,random,5,5,0.01
0.07230800314365902,0.007728755474090576,gini,best,5,10,0.01
0.0473970422344004,0.005485057830810547,gini,random,5,10,0.01
0.10648811456349197,0.01645594835281372,gini,best,5,2,0.1
0.07230422951172559,0.012466609477996826,gini,random,5,2,0.1
0.1106868220073131,0.01720404624938965,gini,best,5,5,0.1
0.08493389925580339,0.010472118854522705,gini,random,5,5,0.1
0.10133914873680139,0.01621311902999878,gini,best,5,10,0.1
0.07372297855688455,0.011719286441802979,gini,random,5,10,0.1
0.12278010926877045,0.02742689847946167,gini,best,5,2,0.2
0.08881295403998143,0.012217700481414795,gini,random,5,2,0.2
0.1218555375786651,0.026941299438476562,gini,best,5,5,0.2
0.09583728249393751,0.01321476697921753,gini,random,5,5,0.2
0.12123875366491922,0.025687575340270996,gini,best,5,10,0.2
0.08660047586337742,0.012707352638244629,gini,random,5,10,0.2
0.13139480447569463,0.04512894153594971,gini,best,5,2,0.4
0.11036023308109097,0.01845616102218628,gini,random,5,2,0.4
0.12701673169837477,0.04563039541244507,gini,best,5,5,0.4
0.10434451448902717,0.01845705509185791,gini,random,5,5,0.4
0.12815545830945707,0.04412198066711426,gini,best,5,10,0.4
0.10400298441232879,0.018221497535705566,gini,random,5,10,0.4
0.1332115789263863,0.08104008436203003,gini,best,5,2,0.8
